Country,Year,Coffee_Consumption_kg,Coffee_Price_USD_kg,Population_Millions,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha,Year_diff,log_population,standardized_price,price_population_interaction,americano_ratio,yearly_trend,year_trend
China,2001,7.806071003626204,11.277726461592316,92.48290456201786,0,1,0,0,0,22,4.527023811892129,0.5762278850502419,1042.9969000239855,0.0,2.2894159942707972,0.043478260869565216
Ukraine,2008,7.393892493025592,13.954947485695572,127.35650822020636,0,0,1,0,0,15,4.846990305107529,1.4258033619410542,1777.2533841745362,0.0,-0.1401958540127789,0.34782608695652173
Peru,2010,4.688627101937905,5.966343538181708,115.05104401889876,0,0,0,0,1,13,4.745375890919982,-1.1092589087111118,686.434053043216,0.0,0.12605797619440517,0.43478260869565216
Romania,2023,3.358215518064977,9.315597718696672,141.68549792200218,0,0,0,0,1,0,4.953609797930612,-0.046423904794078465,1319.8851012146056,0.0,0.48743476998637436,1.0
Ukraine,2005,6.646088735618025,13.995278368295557,145.7871414976751,0,0,0,0,1,18,4.982147622939636,1.4386017556895818,2040.3316277780557,0.0,0.7131595785414513,0.21739130434782608
Turkey,2006,5.869443566062932,7.548732675855594,116.0330462697166,0,0,0,1,0,17,4.753875032170785,-0.6071117216978802,875.9024478552737,0.0,-0.3947919459454752,0.2608695652173913
South_Africa,2006,7.8306731769784275,14.644306179610629,43.73410672165854,0,0,0,0,1,17,3.778128271869781,1.6445608854547813,640.455649323735,0.0,0.3341423405542745,0.2608695652173913
Finland,2018,5.530880629484972,5.067852395210232,33.66994520508242,1,0,0,0,0,5,3.5166056057609794,-1.394381442263546,170.63431245417422,1.0,-0.43567136899816494,0.782608695652174
Poland,2005,4.709117557491747,13.929382873025403,67.68480614779261,0,0,1,0,0,18,4.214861725598672,1.4176908199412537,942.807579519107,0.0,-0.29144527784372976,0.21739130434782608
Peru,2010,4.347828618872115,8.897333342724446,149.08867049199097,0,1,0,0,0,13,5.004541232914404,-0.1791537591780911,1326.4915989908495,0.0,-0.07268619910611585,0.43478260869565216
Iraq,2010,3.691762560397972,4.811185816552768,62.48753510175615,0,0,0,0,1,13,4.134967098479978,-1.4758306872088294,300.6391425929124,0.0,-0.1508951055767087,0.43478260869565216
Ethiopia,2006,4.125971009493291,13.674737518446962,30.66119317526805,0,0,0,1,0,17,3.422997789035698,1.3368829797942217,419.28376867418797,0.0,-0.47310136481965226,0.2608695652173913
Israel,2001,2.758643510752811,6.771342336500248,141.7070887897029,0,1,0,0,0,22,4.95376217218989,-0.8538047523972596,959.547209703915,0.0,-0.6466028160041946,0.043478260869565216
Greece,2018,4.774856087431116,4.244751380447477,58.50177866180739,0,0,0,1,0,5,4.069057158250944,-1.6555800623440855,248.3255057333397,0.0,-0.13669153118646427,0.782608695652174
Malaysia,2003,2.2925584989036656,5.493878161261115,103.943934196917,0,1,0,0,0,20,4.643851659517403,-1.2591886284831872,571.0553100800047,0.0,-0.20271126619427193,0.13043478260869565
China,2005,3.4913107773306145,11.250262160897378,118.43479381357344,0,1,0,0,0,18,4.7743625459482475,0.5675125058752297,1332.4224793745282,0.0,-0.2586061539754344,0.21739130434782608
Ukraine,2016,7.974163556955433,14.755926380520144,126.63022940687055,0,0,1,0,0,7,4.841271260092168,1.6799818628655325,1868.546342676159,0.0,-0.15706222228528577,0.6956521739130435
Italy,2004,4.603751909412981,5.2260835354186845,123.37077768129576,0,1,0,0,0,19,4.815194273713467,-1.3441691903832214,644.7459899920187,0.0,-0.3955384154943381,0.17391304347826086
South_Korea,2006,7.345896135818751,9.08142852937238,125.60078258699704,1,0,0,0,0,17,4.83310848480288,-0.12073394453387097,1140.6345302970526,1.0,0.7804042051960265,0.2608695652173913
Portugal,2008,7.735073404778219,5.987002060422857,100.48036070910425,1,0,0,0,0,15,4.609962292573161,-1.1027032400805166,601.576126597439,1.0,0.046143612728268835,0.34782608695652173
Brazil,2000,6.649482741856908,12.195401875117511,61.17082932159653,1,0,0,0,0,23,4.113670430814957,0.8674382558255807,746.0028466110915,1.0,0.4751052221461578,0.0
Austria,2000,9.669581930923188,5.298647897379956,100.42574125551174,0,0,0,1,0,23,4.609418561403186,-1.3211419909613231,532.1206427463408,0.0,0.4541855819935401,0.0
Iraq,2018,2.171518932984906,6.638259233289785,125.67341577492708,0,0,1,0,0,5,4.833686603769543,-0.8960366562476372,834.2527126469759,0.0,-0.5452179305045426,0.782608695652174
France,2005,7.909221204705137,6.160465644139785,53.245727229038735,0,0,0,1,0,18,3.9749175615398884,-1.0476572033384208,328.0184732917314,0.0,1.2654016526000493,0.21739130434782608
Portugal,2017,9.670293151523264,10.077717584036757,45.17969055351398,0,0,0,0,1,6,3.8106476618245906,0.19542327263914777,455.30816193248717,0.0,1.5753491426228896,0.7391304347826086
Portugal,2009,8.898173834823513,13.605025012006957,52.21237534866936,1,0,0,0,0,14,3.95531954243561,1.3147607734575746,710.3506725549421,1.0,1.6467974754368355,0.391304347826087
Pakistan,2010,3.3431415344401065,9.621992212720604,83.1412260083759,0,0,1,0,0,13,4.42054068002772,0.05080573968934305,799.9842292086366,0.0,-0.09443213648070692,0.43478260869565216
Pakistan,2000,4.614562450013857,4.640677980486184,8.814137347277734,1,0,0,0,0,23,2.176356949152676,-1.5299387622746186,40.903573104492686,1.0,-0.5227753916375071,0.0
Kenya,2000,3.379614719011723,10.197278236565143,117.06665203350916,0,0,1,0,0,23,4.762743448094346,0.23336403190955732,1193.7612230088475,0.0,-0.26761968103789024,0.0
South_Africa,2012,6.810466910517633,12.772730992498104,21.688941809080088,0,0,0,1,0,11,3.076802536607628,1.0506448927844618,277.02701923932517,0.0,1.1374483759997993,0.5217391304347826
United_Kingdom,2004,7.697503855835938,5.45371817034755,20.79295986083072,0,0,0,1,0,19,3.0346144611846806,-1.2719327923475627,113.39894300831976,0.0,0.6720066605017032,0.17391304347826086
Portugal,2019,4.536590154904466,4.799823357790509,30.451211764059646,1,0,0,0,0,4,3.416125788571311,-1.4794363911214643,146.16043749815861,1.0,0.7573661097669309,0.8260869565217391
Thailand ,2000,6.316052591874364,6.06588555313326,86.96218781090225,0,1,0,0,0,23,4.465473401315499,-1.0776707603805258,527.5026787110132,0.0,0.8688676423214663,0.0
Peru,2019,7.52736456056956,12.2069495510379,43.54968799478944,0,0,1,0,0,4,3.773902538974098,0.8711027355934887,531.6088443158355,0.0,0.6592560278851278,0.8260869565217391
Philippines,2002,5.370718532888387,10.508484614852016,55.84545901899629,0,0,0,0,1,21,4.022588215477253,0.33212065486454534,586.8511469104712,0.0,-0.42446803860664073,0.08695652173913043
United_States,2017,8.832124243643674,9.946541193579238,139.81571753574104,0,1,0,0,0,6,4.940325252204975,0.1537964351548984,1390.6827939790874,0.0,-0.08667461210806848,0.7391304347826086
Norway,2008,8.172399482302538,6.744278840949452,127.2331248165708,0,0,0,1,0,15,4.846021032228476,-0.8623929421402419,858.095671568279,0.0,0.05653806429996755,0.34782608695652173
China,2013,2.5173243508045653,7.654602547715454,127.97638943261258,0,0,1,0,0,10,4.851845789347515,-0.5735155239749682,979.6083965983014,0.0,-0.7137157169561912,0.5652173913043478
Belgium,2016,6.969002392726632,14.624735142376766,87.0686331655722,0,1,0,0,0,7,4.466696694607421,1.6383503136934243,1273.3556992552549,0.0,-0.12605223821275302,0.6956521739130435
Germany,2022,3.882604407677997,6.646877494023243,130.10345594628163,0,0,0,0,1,1,4.868329948934147,-0.8933017819482509,864.7817332239838,0.0,-0.5609249189863985,0.9565217391304348
Peru,2013,6.460146117338202,13.918099655805973,117.00630797574247,0,1,0,0,0,10,4.762227847667017,1.4141102621300914,1628.505454764309,0.0,1.5662748287774146,0.5652173913043478
France,2003,9.65510754106373,10.385846549035104,143.03228363374828,0,0,0,0,1,20,4.963070364456588,0.2932033251732965,1485.5113493781748,0.0,3.2114988758982337,0.13043478260869565
Mexico,2004,9.032496036418,5.356261130083726,10.590892348265417,0,0,0,1,0,19,2.3599944193556595,-1.3028593055913613,56.72758501791521,0.0,0.17343183005617124,0.17391304347826086
Norway,2020,5.236131224921054,9.140436159705748,5.280342914435997,0,0,1,0,0,3,1.663991041525184,-0.10200876823003543,48.264637310756825,0.0,0.344175297514991,0.8695652173913043
Japan,2016,4.332110866754827,14.434035890969634,27.079461167859776,0,0,0,1,0,7,3.2987755500565896,1.5778347992856432,390.8659144050065,0.0,-0.37837431778239317,0.6956521739130435
Finland,2021,3.875245955266072,8.604221579510945,139.43363825568835,0,0,1,0,0,2,4.937588776646083,-0.2721683305461115,1199.7179191893165,0.0,0.24121557666780324,0.9130434782608695
Philippines,2001,6.260118958052161,13.497252212682984,91.22920078718263,0,1,0,0,0,22,4.51337502990229,1.2805607105725199,1231.343532186101,0.0,1.269274349386241,0.043478260869565216
Austria,2022,2.9139876260644506,6.820715641168785,64.49076513659685,0,0,0,1,0,1,4.166522037374246,-0.838136883184445,439.87317047812866,0.0,-0.24947604234365728,0.9565217391304348
Pakistan,2021,6.394200065025989,10.280143669804104,77.39394815994662,0,0,1,0,0,2,4.348908588390774,0.2596601200277712,795.6209062576222,0.0,0.6500114157494725,0.9130434782608695
Australia,2004,2.010669115926336,13.28237264022171,124.61108364592285,0,0,0,0,1,19,4.825197556216802,1.2123719381087192,1655.1308480869848,0.0,-0.7773960699435077,0.17391304347826086
Ethiopia,2003,4.590797045966759,14.12757285286665,139.4373893747847,0,0,1,0,0,20,4.937615678824689,1.4805834033785912,1969.911876805805,0.0,-0.5245213969454163,0.13043478260869565
Ukraine,2003,3.75947451064465,9.344057038664308,109.72512631232556,0,0,0,1,0,20,4.697978386745433,-0.03739277134793673,1025.277838837016,0.0,-0.18108457572797,0.13043478260869565
Ukraine,2005,9.769750319686256,11.03656912359972,114.21732710765716,0,0,0,1,0,18,4.7381030116991765,0.49970026234512605,1260.5674257364583,0.0,0.2352354380826147,0.21739130434782608
Australia,2019,7.817938556559832,4.032781438605641,48.73632858041186,0,1,0,0,0,4,3.886424718737214,-1.7228455076717142,196.54296128487053,0.0,0.038602354602616185,0.8260869565217391
Belgium,2020,4.797227043697902,6.785456382647286,70.58824409590633,0,0,0,0,1,3,4.2568636164118745,-0.849325873971357,478.97345144043226,0.0,-0.08382222720741106,0.8695652173913043
Romania,2012,2.742760692244964,7.065833141216404,132.89631882720371,0,0,1,0,0,11,4.8895692665184525,-0.760352563129289,939.0232139149176,0.0,-0.5972727379367739,0.5217391304347826
Romania,2021,6.134404757524992,5.028423128198739,118.10418240081404,0,0,0,1,0,2,4.771567136639031,-1.406893721983135,593.8778023212558,0.0,-0.04062983717415802,0.9130434782608695
Russia,2004,3.7075830506083385,7.076645146926744,102.9563668507408,0,0,1,0,0,19,4.634305275667804,-0.7569215371419652,728.5856738195044,0.0,0.8439548413216744,0.17391304347826086
Peru,2022,6.291436367186862,7.532342363639531,10.721778547329942,1,0,0,0,0,1,2.3722770511470888,-0.6123129386284155,80.76010676561484,1.0,1.1590470429292448,0.9565217391304348
Brazil,2022,8.682898833431139,14.656426435250124,6.886575698639273,0,0,0,0,1,1,1.929573965638841,1.6484070647101572,100.93259011788773,0.0,0.3801139082828535,0.9565217391304348
Germany,2006,6.926340416811083,11.354626186169211,20.43123052398526,0,0,0,0,1,17,3.017064638243567,0.6006308460280608,231.98898512330274,0.0,-0.05711430045435906,0.2608695652173913
Romania,2019,7.070307356360018,8.686055873579786,87.62727378047717,1,0,0,0,0,4,4.473092294010692,-0.24619945880051253,761.1353961066977,1.0,-0.0956302220580253,0.8260869565217391
Finland,2000,6.328242312502492,14.868599067650605,80.92164025383134,0,0,0,0,1,23,4.39348128216123,1.71573683081163,1203.1914248308744,0.0,0.00192995869664081,0.0
Romania,2013,9.418125061051274,5.685555522580723,141.460933155511,1,0,0,0,0,10,4.952023588189444,-1.198362725733218,804.283989731738,1.0,0.45788112064125563,0.5652173913043478
Indonesia,2023,9.455221475364826,9.23656313323533,104.51918636646606,0,0,1,0,0,0,4.649370656145132,-0.07150433148640871,965.3980635082532,0.0,1.8155493369922189,1.0
Romania,2003,6.1017856085884175,11.117684277539542,44.80191998446848,1,0,0,0,0,20,3.8022509952987846,0.5254409258805838,498.09360141490987,1.0,0.6230421542456803,0.13043478260869565
Brazil,2016,4.446075897148035,4.611386979324847,25.0629477785389,0,1,0,0,0,7,3.221390571382552,-1.53923381713046,115.57495104945289,0.0,0.026307043817320297,0.6956521739130435
Brazil,2020,5.676696047035551,11.886987438914309,127.58045265992892,1,0,0,0,0,3,4.848747166855241,0.7695676133353472,1516.5472382195767,1.0,0.1833286178299618,0.8695652173913043
Portugal,2013,3.492463297564925,5.098540882141888,69.4839914496646,0,0,1,0,0,10,4.241096387184932,-1.384642916499222,354.2669710605124,0.0,-0.6291763726935382,0.5652173913043478
Poland,2015,7.090754522544715,5.543105394596447,98.36695511391846,0,0,0,0,1,8,4.588704925644344,-1.2435671127919723,545.258399541988,0.0,0.2989627802926329,0.6521739130434783
Finland,2013,6.000738686257866,5.756584637082925,85.20639738202962,0,1,0,0,0,10,4.445076517659949,-1.175822713801796,490.4978381505745,0.0,0.7181966351491234,0.5652173913043478
Ukraine,2015,2.826403822506239,14.217788093210697,17.010995574358617,1,0,0,0,0,8,2.833859933463907,1.5092118412804578,241.8587303307758,1.0,-0.6013959003206466,0.6521739130434783
Philippines,2023,3.5811822489569227,11.515590996519846,9.501699168592229,0,0,1,0,0,0,2.2514706424647923,0.6517105866565301,109.41768139748078,0.0,-0.6212481898718566,1.0
United_States,2019,5.837055649596215,11.209702512134143,57.175710267745615,0,1,0,0,0,4,4.046129162529464,0.5546415166553198,640.922703021402,0.0,-0.17442688763090963,0.8260869565217391
Netherlands,2007,9.100711925750868,10.110428461114914,54.87099433431193,0,1,0,0,0,16,4.004984872545324,0.2058035732355473,554.7692628073025,0.0,2.247182858295558,0.30434782608695654
Brazil,2023,6.531125765048779,7.220865985646131,101.39591883236704,0,1,0,0,0,0,4.619032842145594,-0.7111552418942066,732.1663413799752,0.0,0.8237345410027863,1.0
Pakistan,2002,7.452280001667766,10.829786750592866,95.1978609560731,1,0,0,0,0,21,4.555957472596077,0.4340810132886326,1030.9725332668625,1.0,0.38757597443109915,0.08695652173913043
Sweden,2018,4.712228397951278,8.511646918775039,145.37219834113515,0,0,1,0,0,5,4.979297338709082,-0.30154549471545994,1237.3568240858767,0.0,1.1700148805398567,0.782608695652174
Ukraine,2000,6.571291144353874,5.599577651018764,128.85682591296418,0,0,1,0,0,23,4.858701911348796,-1.2256464989356095,721.5438025634498,0.0,0.03840700463874458,0.0
France,2001,5.579038581104539,11.585570193605063,74.99079634051789,0,0,1,0,0,22,4.3173653905463905,0.6739174232235722,868.8111348774117,0.0,-0.10879671480868147,0.043478260869565216
Ukraine,2014,7.273039300985285,5.42540384722915,75.50377753184164,0,0,0,1,0,9,4.32418268853767,-1.2809179132432917,409.6384851015875,0.0,0.3199474148902124,0.6086956521739131
Turkey,2021,2.404604528632083,6.097354391232906,101.44525513779146,0,0,0,0,1,2,4.6195192947275,-1.067684602011453,618.5476718841553,0.0,-0.6080133894519453,0.9130434782608695
United_Kingdom,2009,5.946401729911673,12.994692430323664,17.999496833218057,0,0,1,0,0,14,2.8903438037953446,1.1210809877853156,233.89792524825344,0.0,-0.3317278533444594,0.391304347826087
Indonesia,2017,4.367941001151736,11.261288057376694,149.98369413007748,0,0,0,1,0,6,5.010526582387869,0.5710114068532322,1689.0095835082805,0.0,-0.5054484198073566,0.7391304347826086
Chile,2021,4.609480490223274,10.940902696350063,78.30240708529998,0,0,0,1,0,2,4.360578344354377,0.4693419729766599,856.6990168102589,0.0,0.916939120482106,0.9130434782608695
Australia,2013,9.687339452464492,8.600230627769964,136.5758262124365,0,1,0,0,0,10,4.916879963777936,-0.27343479853589125,1174.5836036051844,0.0,0.6143578247540114,0.5652173913043478
India,2016,3.461558501691062,8.359085700633083,145.13609386317898,0,0,0,0,1,7,4.977671880598064,-0.34995848284422676,1213.2050468574403,0.0,-0.22143513026588202,0.6956521739130435
Switzerland,2012,4.489962020628775,11.592888701039412,87.66476824543756,0,1,0,0,0,11,4.473520088280173,0.6762398405315522,1016.2879012717717,0.0,0.6370228847613089,0.5217391304347826
France,2000,6.079140605846974,12.140060924699505,16.398948481191525,0,0,0,0,1,23,2.797217215774053,0.84987664476707,199.0842336626735,0.0,-0.07489403949629614,0.0
South_Korea,2004,8.90421558519699,9.612345226007417,86.4285254545757,0,1,0,0,0,19,4.459317777044857,0.047744414806702495,830.7808240441512,0.0,1.4016226915634409,0.17391304347826086
United_Kingdom,2012,5.333360665650964,14.661961687833788,90.04872313773203,1,0,0,0,0,11,4.500350892040392,1.6501635931443581,1320.290928683779,1.0,0.1878409307578237,0.5217391304347826
Morocco,2013,7.950922247105368,14.512695148107593,118.58977737922632,0,0,0,0,1,10,4.775670288744369,1.602796121228512,1721.0572867866574,0.0,-0.17924603694127528,0.5652173913043478
Vietnam,2023,8.850992785718418,8.536724390140346,8.186160782241016,0,0,0,1,0,0,2.102445019001321,-0.29358753961852024,69.88299841136725,0.0,0.3552017070448057,1.0
Philippines,2002,4.480130846574792,13.02684479711469,70.48098971206899,0,0,0,1,0,21,4.255343023982068,1.1312840536150424,918.1449141261598,0.0,-0.398824138978652,0.08695652173913043
Japan,2014,5.14200146830968,9.975946257582567,138.49276849218515,0,0,0,0,1,9,4.93081811121143,0.16312768612324205,1381.5964155418633,0.0,-0.293005130934314,0.6086956521739131
France,2018,4.85244978950685,9.62931476312892,148.70356272311935,0,1,0,0,0,5,5.001954812312378,0.05312943997377747,1431.9134118596005,0.0,0.029756917473808375,0.782608695652174
Vietnam,2016,8.662846468943368,4.60460467516517,29.51601913512641,1,0,0,0,0,7,3.3849331374926446,-1.5413860784637605,135.90959970186768,1.0,1.5025856026155098,0.6956521739130435
Greece,2002,2.3547748956288093,10.313721815151412,130.71924991752024,1,0,0,0,0,21,4.873051893010165,0.2703156350523865,1348.201979534558,1.0,-0.47439595487950714,0.08695652173913043
Germany,2015,4.46736871062944,13.906357236194811,22.79133368296597,0,0,1,0,0,8,3.1263803620791624,1.4103839834062994,316.94442808464436,0.0,0.5805840181280673,0.6521739130434783
Kenya,2013,7.435268460761039,12.581472341146013,126.33499075061668,0,0,0,0,1,10,4.838937035726279,0.9899518612905929,1589.480191847821,0.0,-0.06485458797337118,0.5652173913043478
Malaysia,2011,6.523547996522741,12.649488591691885,42.31438139268187,1,0,0,0,0,12,3.7451270139128074,1.0115357865524937,535.2552846912287,1.0,-0.13584846132160144,0.4782608695652174
Netherlands,2011,5.490314874349554,5.759219424339731,143.98416464132222,0,1,0,0,0,12,4.9697033257605066,-1.1749866040372103,829.2363977996329,0.0,-0.15838514911271184,0.4782608695652174
Sweden,2010,6.319585817771075,7.9429439184692,104.62901588419491,0,1,0,0,0,13,4.650420911673437,-0.48201476428422996,831.0624054127833,0.0,0.8903135726287608,0.43478260869565216
